date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:42	252588/252588	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js?ver=5.6.6	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min3f90.js	(from https://wed-webs.com/arnantopepita/)
00:27:43	5520/5520	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2011%20Aug%202023%2011:18:26%20GMT	https://wed-webs.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-includes/js/imagesloaded.minbb93.js	(from https://wed-webs.com/arnantopepita/)
00:27:43	143709/143709	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Jul%202025%2003:30:53%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://wed-webs.com/arnantopepita/)
00:27:44	15347/15347	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2023%20Jul%202025%2003:30:52%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?ver=1.2.0	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min7359.js	(from https://wed-webs.com/arnantopepita/)
00:27:44	3721/3721	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min862f.js	(from https://wed-webs.com/arnantopepita/)
00:27:46	43440/43440	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2030%20May%202025%2006:55:04%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/js/fluentform-advanced.js?ver=6.0.4	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/fluentform/assets/js/fluentform-advanceddc24.js	(from https://wed-webs.com/arnantopepita/)
00:27:46	24517/24517	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2030%20May%202025%2006:55:05%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/js/form-submission.js?ver=6.0.4	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/fluentform/assets/js/form-submissiondc24.js	(from https://wed-webs.com/arnantopepita/)
00:27:47	6248/6248	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min862f.js	(from https://wed-webs.com/arnantopepita/)
00:27:48	4776/4776	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2029%20Sep%202024%2022:11:32%20GMT	https://wed-webs.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://wed-webs.com/arnantopepita/)
00:27:49	9141/9141	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2015%20Feb%202024%2009:53:16%20GMT	https://wed-webs.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-includes/js/dist/i18n.minc33c.js	(from https://wed-webs.com/arnantopepita/)
00:27:49	24210/24210	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/js/frontend.min862f.js	(from https://wed-webs.com/arnantopepita/)
00:27:56	44670/44670	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2026%20Jul%202025%2002:13:34%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.30.1	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min862f.js	(from https://wed-webs.com/arnantopepita/)
00:27:56	649501/649501	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20May%202023%2000:02:39%20GMT	https://wed-webs.com/wp-content/uploads/2023/04/VIN002-CLIFF-1b-scaled.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/04/VIN002-CLIFF-1b-scaled.jpg	(from https://wed-webs.com/wp-content/uploads/elementor/css/post-173098.css?ver=1753522617)
00:27:57	164705/164705	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Aug%202022%2001:48:18%20GMT	https://wed-webs.com/wp-content/uploads/2022/08/Mosque-1-Mobile-bg.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2022/08/Mosque-1-Mobile-bg.jpg	(from https://wed-webs.com/wp-content/uploads/elementor/css/post-173098.css?ver=1753522617)
00:27:59	382838/382838	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20May%202023%2023:53:44%20GMT	https://wed-webs.com/wp-content/uploads/2023/04/VIN002-CLIFF-p1-e1684108424921.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/04/VIN002-CLIFF-p1-e1684108424921.jpg	(from https://wed-webs.com/wp-content/uploads/elementor/css/post-173098.css?ver=1753522617)
00:27:59	195787/195787	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20May%202023%2007:11:47%20GMT	https://wed-webs.com/wp-content/uploads/2023/04/VIN002-CLIFF-2.jpg	C:/My%20Web%20Sites/arnantopepita/wed-webs.com/wp-content/uploads/2023/04/VIN002-CLIFF-2.jpg	(from https://wed-webs.com/wp-content/uploads/elementor/css/post-173098.css?ver=1753522617)
